name,url,level,rating,price
ESSAYPRO ACTIVE  1200+ 98% 4.9 Julia,https://accountsplace.co.ke/ads/essaypro_active_1200_98_49_julia1681077984,Active,4.9,KES 410
"NEW WRITERBAY KENYAN ACCOUNT SHARES EMAIL WITH ESSAYWRITERS JUNIOR LEVEL ACTIVE ACCOUNT, WITH ALL CREDENTIALS N SIMCARD AVAILABLE",https://accountsplace.co.ke/ads/new_writerbay_kenyan_account_shares_email_with_essaywriters_junior_level_active_account_with_all_credentials_n_simcard_available1681077834,..,...,"KES 149,000"
ACADEMIA RESEARCH TOP PREMIUM  5000+ ORDERS  8.87 EARNED 20M+ SIMCARD AND PROFILE OWNER AVAILABLE. 10 SUBJECTS available,https://accountsplace.co.ke/ads/academia_research_top_premium_5000_orders_887_earned_20m_simcard_and_profile_owner_available_10_subjects_available1681077669,Top premium,9,"KES 210,000"
Sudypool Partner Top Tutor 6 badges 350 + orders,https://accountsplace.co.ke/ads/sudypool_partner_top_tutor_6_badges_350_orders1681069222,Top Tutor,98,"KES 450,000"
WRITEDOM PROBATION DONE OVER 300 ORDERS,https://accountsplace.co.ke/ads/writedom_probation_done_over_300_orders1681066253,PROBATION,4.3,"KES 55,000"
WritersHub Junior Freshly graduated,https://accountsplace.co.ke/ads/writershub_junior_freshly_graduated1681064344,Junior,100%,"KES 26,500"
"Edusson intermediate 350 orders, 4.7 female (price inclusive of 7k balance)",https://accountsplace.co.ke/ads/edusson_intermediate_350_orders_47_female_price_inclusive_of_7k_balance1681062912,Intermediate,100,"KES 120,000"
ESSAYSHARK - Used,https://accountsplace.co.ke/ads/essay_shark1681056433,University,9.5,"KES 45,000"
EDDUSON INTERMEDIATE DONE 800+ ORDERS ACTIVE WITH ORDERS IN PROGRESS RATED 4.8 WITH ALL CREDENTIALS AVAILABLE,https://accountsplace.co.ke/ads/edduson_intermediate_done_800_orders_active_with_orders_in_progress_rated_48_with_all_credentials_available1683968018,Intermediate,4.8,"KES 80,000"
NEW EDDUSON DONE ADAPTATION TEST WITH ALL CREDENTIALS N PROFILE OWNER AVAILABLE,https://accountsplace.co.ke/ads/new_edduson_done_adaptation_test_with_all_credentials_n_profile_owner_available1683967947,New,5*,"KES 125,000"
WRITERBAY REGULAR PLUS UAE DONE 20 ORDERS RATED 4.8* WITH NO WARNING NI DEMOTION HAS 5 AUTO TAKES,https://accountsplace.co.ke/ads/writerbay_regular_plus_uae_done_20_orders_rated_48_with_no_warning_ni_demotion_has_5_auto_takes1683967898,Regular plus,4.82,"KES 280,000"
Essaypro  Rating: 4.9/97% Bidding limit:  50bids/8hrs Orders: 580,https://accountsplace.co.ke/ads/essaypro_rating_4997_bidding_limit_50bids8hrs_orders_5801683967670,Active,4.9,"KES 305,000"
ACADEMIA RESEARCH PREMIUM LEVEL DONE 5000+ ORDERS WITH 8 NON TECHNICAL OPEN SUBJECTS WITH 7 TAKES,https://accountsplace.co.ke/ads/academia_research_premium_level_done_5000_orders_with_8_non_technical_open_subjects_with_7_takes1683966330,Premium,9,"KES 165,000"
"Studypool Top Tutor, 101 orders, 99%, 4 prime badges (Business, humanities, WRITING, and Science). Earned over 80k in last 2 weeks",https://accountsplace.co.ke/ads/studypool_top_tutor_101_orders_99_4_prime_badges_business_humanities_writing_and_science_earned_over_80k_in_last_2_weeks1683966257,TOP TUTOR,99%,"KES 105,000"
BLUECORP ADVANCED DONE 6000+ ORDERS CPP OF $4+ GOOD FLOW OF ORDERS,https://accountsplace.co.ke/ads/bluecorp_advanced_done_6000_orders_cpp_of_4_good_flow_of_orders1683966128,Advanced,Advanced,"KES 75,000"
"Studypool Top Tutor, 101 orders, 99%, 4 prime badges (Business, humanities, WRITING, and Science). Earned over 80k in last 2 weeks",https://accountsplace.co.ke/ads/studypool_top_tutor_101_orders_99_4_prime_badges_business_humanities_writing_and_science_earned_over_80k_in_last_2_weeks1683965019,Top tutor,99%,"KES 99,000"
"Studypool TOPTUTOR account, rating: 100%, 14 orders, 3 badges (WRITING, Science, & comp science)",https://accountsplace.co.ke/ads/studypool_toptutor_account_rating_100_14_orders_3_badges_writing_science_comp_science1683963126,Top Tutor,100%,"KES 54,000"
"Studypool Top tutor, rated 99% after completing 255 orders, 3 prime subject badges (Business, Humanities, and Health medical).Clean",https://accountsplace.co.ke/ads/studypool_top_tutor_rated_99_after_completing_255_orders_3_prime_subject_badges_business_humanities_and_health_medicalclean1683963057,Top Tutor,99%,"KES 120,000"
TSM GROUP RATED 141 WITH 22 SLOTS AND 3 ORDERS IN PROGRESS WITH ALL CREDENTIALS AVAILABLE,https://accountsplace.co.ke/ads/tsm_group_rated_141_with_22_slots_and_3_orders_in_progress_with_all_credentials_available1682927071,22 slots,141 rated,"KES 110,000"
"SELLING TSM GROUP RATED 500/500 WITH 65/65 SLOTS WITH FEE IN PROGRESS, CPP 🔥, ALL CREDENTIALS AVAILABLE",https://accountsplace.co.ke/ads/selling_tsm_group_rated_500500_with_6565_slots_with_fee_in_progress_cpp_all_credentials_available1682926951,Top,500/500,"KES 339,000"
"STUDYPOOL TOP TUTOR DONE 13 ORDERS WITH WRITING, SCIENCE AND COMPUTER SCIENCE BADGES RATED 100% KENYAN PROFILE ON OFFER",https://accountsplace.co.ke/ads/studypool_top_tutor_done_13_orders_with_writing_science_and_computer_science_badges_rated_100_kenyan_profile_on_offer1682926793,Top,100%,"KES 50,000"
"ACADEMIA RESEARCH DONE 45 ORDERS HAS 2 SUBJECTS PREMIUM LEVEL, NURSING N HISTORY THEN BUSINESS MGT , FINANCE N ACCOUNTING ON ADVANCED LEVEL RATED 10*  CLEAN ACCOUNT WITH 7 TAKES",https://accountsplace.co.ke/ads/academia_research_done_45_orders_has_2_subjects_premium_level_nursing_n_history_then_business_mgt_finance_n_accounting_on_advanced_level_rated_10_clean_account_with_7_takes1682926710,Premium,10,"KES 170,000"
WRITERSLAB FRESHMAN DONE 60 ORDERS RATED 99% WITH FEW DOLLARS AND ORDERS IN PROGRESS  WITH PROFILE OWNER N PAYONEER AVAILABLE,https://accountsplace.co.ke/ads/writerslab_freshman_done_60_orders_rated_99_with_few_dollars_and_orders_in_progress_with_profile_owner_n_payoneer_available1682926462,Freshman,99,"KES 80,000"
STUDYPOOL TOP TUTOR RATED 97% DONE 900+ ORDERS WITH 8 BADGES INCLUDING WRITING BADGE WITH PLENTY OF PRIVATE INVITES AVAILABLE,https://accountsplace.co.ke/ads/studypool_top_tutor_rated_97_done_900_orders_with_8_badges_including_writing_badge_with_plenty_of_private_invites_available1682926352,Top tutor,97%,"KES 110,000"
ESSAYPRO 2700 ORDERS 95% 4.9 AVAILABLE HAS A LIMIT OF 90/24 HRS WITH ALL CREDENTIALS,https://accountsplace.co.ke/ads/essaypro_2700_orders_95_49_available_has_a_limit_of_9024_hrs_with_all_credentials1682926110,Active,4.9,"KES 320,000"
✍🏼 Writershub Junior 20KPI (Cheap),https://accountsplace.co.ke/ads/writershub_junior_20kpi_cheap1682924312,Junior,20,"KES 25,000"
"🐢 Nerdy Turtles (Sociology, Nursing, & healthcare)",https://accountsplace.co.ke/ads/nerdy_turtles_sociology_nursing_healthcare1682924220,100,100,"KES 25,000"
"Studypool Top Tutor, 12 orders, 100%, 3 badges (WRITING, Science, and Comp Science)",https://accountsplace.co.ke/ads/studypool_top_tutor_12_orders_100_3_badges_writing_science_and_comp_science1682923333,Top Tutor,100%,"KES 50,000"
Transcribe me and go transcript account,https://accountsplace.co.ke/ads/transcribe_me_and_go_transcript_account1684819738,New,Neq,"KES 8,000"
Writerslab for sale,https://accountsplace.co.ke/ads/writers_lab_for_sale1684819394,Freshman,,"KES 80,000"
Selling Nerdy  Turtle,https://accountsplace.co.ke/ads/selling_nerdy_turtle1684817179,3,,"KES 20,000"
JOBZ4WRITERS (ZILLAS AFFILIATE) DONE OVER 300 ORDERS ACTIVE STATUS AVAILABLE WITH 2 IN PROGRESS,https://accountsplace.co.ke/ads/jobz4writers_zillas_affiliate_done_over_300_orders_active_status_available_with_2_in_progress1684793261,Active,Active,"KES 195,000"
"ESSAYPRO 370+ ORDERS 94%, 4.8 , 30/8 HRS MARTA",https://accountsplace.co.ke/ads/essaypro_370_orders_94_48308_hrs_marta1684793125,Active,4.8,"KES 130,000"
"ACADEMIA RESEARCH PREMIUM DONE 220+ ORDERS  BUSINESS NURSING HISTORY N POLITICAL SCIENCE ALL PREMIUM, WITH A TOTAL OF 10 OPEN SUBJECTS",https://accountsplace.co.ke/ads/academia_research_premium_done_220_orders_business_nursing_history_n_political_science_all_premium_with_a_total_of_10_open_subjects1684793033,Premium,9,"KES 165,000"
ESSAYPRO ACTIVE 210+ ORDERS 92% 4.8* WITH 45/24HRS LIMIT,https://accountsplace.co.ke/ads/essaypro_active_210_orders_92_48_with_4524hrs_limit1684792701,ACTIVE,4.8,"KES 110,000"
ESSAYPRO DONE 1500 ORDERS 92% RATED 4.9 ACTIVE ACCOUNT 45/24HRS,https://accountsplace.co.ke/ads/essaypro_done_1500_orders_92_rated_49_active_account_4524hrs1684792633,Active,4.9,"KES 160,000"
ESSAYPRO 270+ ORDERS RATED 97% 4.9 ACTIVE WITH 70/8 HRS BIDDING LIMIT MALE PROFILE WITH ALL CREDENTIALS,https://accountsplace.co.ke/ads/essaypro_270_orders_rated_97_49_active_with_708_hrs_bidding_limit_male_profile_with_all_credentials1684792510,Active,4.9,"KES 280,000"
ESSAYPRO 500+ ORDERS 95% 4.8* 15/8 BIDDING LIMIT NON TECHNICAL,https://accountsplace.co.ke/ads/essaypro_500_orders_95_48_158_bidding_limit_non_technical1684792322,Active,4.8,"KES 128,000"
ESSAYPRO 1700+ ORDERS 92% 4.9 90/24 HOURS BIDDING LIMIT MALE PROFILE JULIA,https://accountsplace.co.ke/ads/essaypro_1700_orders_92_49_9024_hours_bidding_limit_male_profile_julia1683008173,Active,4.9,"KES 240,000"
"SweetStudy (Homeworkmarket), 3000+ orders, rated 4.8 available",https://accountsplace.co.ke/ads/sweetstudy_homeworkmarket_3000_orders_rated_48_available1683005854,Used,4.8,"KES 54,000"
"Studypool RISING STAR, 5 orders, 100%, 3 badges (Business, Humanities, and Economics). Few orders to top tutor",https://accountsplace.co.ke/ads/studypool_rising_star_5_orders_100_3_badges_business_humanities_and_economics_few_orders_to_top_tutor1683005738,Rising star,100%,"KES 26,000"
"Studypool Top Tutor, completed 900+ orders, rated 97%, 8 badges (Business, Humanities, WRITING, Health medical, Economics, Science, Engineering, &  Comp Science)",https://accountsplace.co.ke/ads/studypool_top_tutor_completed_900_orders_rated_97_8_badges_business_humanities_writing_health_medical_economics_science_engineering_comp_science1683005620,Top Tutor,97%,"KES 130,000"
Brandnew male writerslab available,https://accountsplace.co.ke/ads/brandnew_male_writerslab_available1683005546,New,100%,"KES 80,000"
"Studypool standard, 360+ orders, 96%, 2 badges (Business and Science)",https://accountsplace.co.ke/ads/studypool_standard_360_orders_96_2_badges_business_and_science1683005488,Standard,96%,"KES 29,000"
"Studypool TopTutor account, completed more than 75 orders, rated 98%, with 4 prime badges (Business, WRITING, Health medical, and Computer Science)",https://accountsplace.co.ke/ads/studypool_toptutor_account_completed_more_than_75_orders_rated_98_with_4_prime_badges_business_writing_health_medical_and_computer_science1683005451,Top Tutor,98%,"KES 84,000"
"Studypool Top Tutor, 380+ orders, rated 96%, 4 key badges (Business, Humanities, Science, and Ambassador's badge)",https://accountsplace.co.ke/ads/studypool_top_tutor_380_orders_rated_96_4_key_badges_business_humanities_science_and_ambassadors_badge1683005415,Top Tutor,96%,"KES 85,000"
"Studypool Top Tutor, 30 orders, 97%, 3 badges (Business, Humanities and Economics)",https://accountsplace.co.ke/ads/studypool_top_tutor_30_orders_97_3_badges_business_humanities_and_economics1683005377,Top Tutor,97%,"KES 54,000"
"Studypool rising star, 20 orders, 95%, 3 badges (Business, humanities, and economics). TOP TUTOR POTENTIAL",https://accountsplace.co.ke/ads/studypool_rising_star_20_orders_95_3_badges_business_humanities_and_economics_top_tutor_potential1683005295,Rising star,95%,"KES 23,000"
TRANSCRIPTION TRAINING,https://accountsplace.co.ke/ads/transcription_training1681300211,Beginner,100,"KES 2,000"
US Speechpad,https://accountsplace.co.ke/ads/us_speechpad1681300180,2,98,"KES 15,000"
Writerbay regular Pakistan profile done 773 orders4.60 ratings,https://accountsplace.co.ke/ads/writerbay_regular_pakistan_profile_done_773_orders460_ratings1681298892,Regular,4.60,"KES 135,000"
Transtutor,https://accountsplace.co.ke/ads/transtutor1681298697,3,95,"KES 4,500"
Writerbay regular Indian profile done 456 orders4.58 ratings,https://accountsplace.co.ke/ads/writerbay_regular_indian_profile_done_456_orders458_ratings1681298294,Regular,4.58,"KES 135,000"
selling scribie transcription,https://accountsplace.co.ke/ads/selling_scribie_transcription1681297870,4,4,"KES 1,500"
selling transcribe me,https://accountsplace.co.ke/ads/selling_transcribe_me1681297824,new,new,"KES 7,000"
selling demoted trax,https://accountsplace.co.ke/ads/selling_demoted_trax1681297759,4,3.83,"KES 28,000"
selling verified werkit paypal gmail,https://accountsplace.co.ke/ads/selling_verified_werkit_paypal_gmail1681297714,3.8,3.8,"KES 20,000"
selling new  and used go transcript,https://accountsplace.co.ke/ads/selling_new_and_used_go_transcript1681297635,new,new,"KES 18,000"
Writerbay Regular plus,https://accountsplace.co.ke/ads/writerbay_regular_plus1683104254,Regular plus,,"KES 300,000"
Sweetstudy,https://accountsplace.co.ke/ads/sweetstudy1683103541,Experts,4.8/5.0,"KES 35,000"
Writerslabs,https://accountsplace.co.ke/ads/writerslabs1683102176,Freshman,93%,"KES 70,000"
Writershub Probation,https://accountsplace.co.ke/ads/writershub_probation1683098898,Probation,100%,"KES 14,000"
Focus Forward with Tops,https://accountsplace.co.ke/ads/focus_forward_with_tops1683098546,Newly Approved,N/A,"KES 11,000"
Uvocorp University Simba available rated 80b expert level,https://accountsplace.co.ke/ads/uvocorp_university_simba_available_rated_80b_expert_level1683096363,Used,Used,"KES 118,000"
"Studypool rising star, 20 orders, 95%, 3 badges (Business, humanities, and economics). TOP TUTOR POTENTIAL",https://accountsplace.co.ke/ads/studypool_rising_star_20_orders_95_3_badges_business_humanities_and_economics_top_tutor_potential1683095378,Rising star,95%,"KES 24,000"
"Studypool Top Tutor acc, completed 40+ orders, rating: 100%, 3 subject badges (Business, Humanities, and Science). WRITING badge almost unlocking",https://accountsplace.co.ke/ads/studypool_top_tutor_acc_completed_40_orders_rating_100_3_subject_badges_business_humanities_and_science_writing_badge_almost_unlocking1683095340,Top Tutor,100%,"KES 75,000"
"Studypool Top Tutor, 380+ orders, rated 96%, 4 key badges (Business, Humanities, Science, and Ambassador's badge)",https://accountsplace.co.ke/ads/studypool_top_tutor_380_orders_rated_96_4_key_badges_business_humanities_science_and_ambassadors_badge1683095292,Top Tutor,96%,"KES 80,000"
"Studypool Top Tutor, 30 orders, 97%, 3 badges (Business, Humanities and Economics)",https://accountsplace.co.ke/ads/studypool_top_tutor_30_orders_97_3_badges_business_humanities_and_economics1683095255,Top Tutor,97%,"KES 49,000"
"Studypool Top Tutor, 380+ orders, rated 96%, 4 key badges (Business, Humanities, Science, and Ambassador's badge)",https://accountsplace.co.ke/ads/studypool_top_tutor_380_orders_rated_96_4_key_badges_business_humanities_science_and_ambassadors_badge1683264906,Top Tutor,96%,"KES 75,000"
"Studypool Top Tutor, 150+ orders, 98%, 6 badgez (Business, humanities, health medical, Engineering, Math, and comp science)@",https://accountsplace.co.ke/ads/studypool_top_tutor_150_orders_98_6_badgez_business_humanities_health_medical_engineering_math_and_comp_science_at1683264867,Top Tutor,98%,"KES 99,000"
"Just in: Studypool Top Tutor, done 16 questions, 100%, 3 badges (Business, Health medical, and Economics)",https://accountsplace.co.ke/ads/just_in_studypool_top_tutor_done_16_questions_100_3_badges_business_health_medical_and_economics1683264831,Top Tutor,100%,"KES 50,000"
"Studypool RISING STAR, 5 orders, 100%, 3 badges (Business, Humanities, and Economics). Few orders to top tutor",https://accountsplace.co.ke/ads/studypool_rising_star_5_orders_100_3_badges_business_humanities_and_economics_few_orders_to_top_tutor1683264788,Rising star,100%,"KES 25,000"
"Studypool Top Tutor acc, completed 58 orders, rating: 100%, 3 subject badges (Business, Humanities, WRITING, and Science).",https://accountsplace.co.ke/ads/studypool_top_tutor_acc_completed_58_orders_rating_100_3_subject_badges_business_humanities_writing_and_science1683264757,Top Tutor,100%,"KES 80,000"
ESSAYSHARK RATED 9.6 2000 ORDERS AVAILABLE,https://accountsplace.co.ke/ads/essayshark_rated_96_2000_orders_available1683264249,BACHELORS,,"KES 150,000"
STUDY.COM-- NURSING SUBJECT WITH LOTS OF ORDERS AVAILABLE. PAYS $30-60,https://accountsplace.co.ke/ads/studycom_nursing_subject_with_lots_of_orders_available_pays_30_601683262536,NEW,,"KES 40,000"
"ACADEMIA RESEARCH PREMIUM RATED 9.2, 400 ORDERS WITH 12 PRIME SUBJECTS AVAILABLE",https://accountsplace.co.ke/ads/academia_research_premium_rated_92_400_orders_with_12_prime_subjects_available1683262352,PREMIUM,,"KES 205,000"
"ACADEMIA RESEARCH ADVANCED RATED 9.2 , 200+ ORDERS WITH 6 SUBJECTS AVAILABLE.",https://accountsplace.co.ke/ads/academia_research_advanced_rated_92_200_orders_with_6_subjects_available1683262137,ADVANCED,,"KES 110,000"
UVO UNIVERSITY B RATED 70% AVAILABLE. PROFILE OWNER SELLING.,https://accountsplace.co.ke/ads/uvo_university_b_rated_70_available1683261867,UNIVERSITY,70,"KES 118,000"
Edusson Intermediate Account on Sale,https://accountsplace.co.ke/ads/edusson_intermediate_account_on_sale1681981949,Intermediate,4.7,"KES 85,000"
*WRITERSHUB JUNIOR KPI 43 AVAILABLE,https://accountsplace.co.ke/ads/writershub_junior_kpi_43_available1681980042,Junior,Kpi 43,"KES 30,000"
Uvocorp,https://accountsplace.co.ke/ads/uvocorp1681979369,70% rates,70% rates,"KES 143,000"
Studypool,https://accountsplace.co.ke/ads/studypool1681979203,Rising star,Rising star,"KES 32,000"
Writersbay,https://accountsplace.co.ke/ads/writersbay1681978899,Regular,4.6,"KES 146,000"
Writersbay,https://accountsplace.co.ke/ads/writersbay1681978810,Esl,4.8,"KES 149,000"
Writersbay,https://accountsplace.co.ke/ads/writersbay_esl1681978751,New,New,"KES 112,000"
Study pool,https://accountsplace.co.ke/ads/study_pool1681977619,Top tutor,100%,"KES 27,000"
Livingston,https://accountsplace.co.ke/ads/livingston1681977445,New bie,N/A,"KES 26,000"
Writersbay regular,https://accountsplace.co.ke/ads/writersbay_regular1681977399,Working,Regular plus enl,"KES 437,000"
focus forward with tops @8k,https://accountsplace.co.ke/ads/focus_forward_with_tops_at_8k1685031706,new,new,"KES 8,000"
new transcribe me@6k new scribie @1k only,https://accountsplace.co.ke/ads/new_transcribe_me_at_6k_new_scribie_at_1k_only1685031658,new,new,"KES 1,000"
new speechpad,https://accountsplace.co.ke/ads/new_speechpad1685031522,new,new,"KES 7,000"
Fresh new verblio account. 23 DOLLARS FOR 600 WORDS,https://accountsplace.co.ke/ads/fresh_new_verblio_account_23_dollars_for_600_words1685026628,100,100,"KES 8,000"
EDUSSON,https://accountsplace.co.ke/ads/edusson1685020826,beginner,5/5,"KES 135,000"
New go transcript,https://accountsplace.co.ke/ads/new_go_transcript1685020350,New,New,"KES 10,000"
Active WritersHub Senior Level Done 600+ Orders With All Credentials Intact🔥🔥🔥 KPI 40,https://accountsplace.co.ke/ads/active_writershub_senior_level_done_600_orders_with_all_credentials_intact_kpi_401685018436,Used,Used,"KES 60,000"
Writershub Senior on Quick Sale,https://accountsplace.co.ke/ads/writershub_senior_on_quick_sale1685017371,Senior,40+,"KES 59,000"
EDUSSON INTERMEDIATE LEVEL RATED 4.7 DONE 30 ORDERS WITH INTACT CREDENTIALS,https://accountsplace.co.ke/ads/edusson_advanced_level_rated_47_done_30_orders_with_intact_credentials1685015395,INTERMEDIATE,4.7,"KES 100,000"
Edusson advanced 30 orders 4.7 available 2023,https://accountsplace.co.ke/ads/edusson_advanced_30_orders_47_available_20231685015117,Used,Used,"KES 100,000"
Brand new Writerbay Kenyan 0 mileage,https://accountsplace.co.ke/ads/brand_new_writerbay_kenyan_0_mileage1682424601,new,new,"KES 105,000"
Writerbay Regular foreign 4.7,https://accountsplace.co.ke/ads/writerbay_regular_foreign_471682424553,regular,4.7,"KES 140,000"
Steady Content with stripe.,https://accountsplace.co.ke/ads/steady_content_with_stripe1682423753,New,100,"KES 7,000"
ACADEMIC & ARTICLE TRAINING,https://accountsplace.co.ke/ads/academic_article_training1682420393,100,100%,"KES 4,000"
Proficientwriters Lifetime Bidding Bot. Bids every 2 minutes and bids 200 jobs in 2 minutes.,https://accountsplace.co.ke/ads/proficientwriters_lifetime_bidding_bot_bids_every_2_minutes_and_bids_200_jobs_in_2_minutes1682418130,New,New,KES 1
WriteDom Active Regular Rated 4.8 after 100+ orders.,https://accountsplace.co.ke/ads/writedom_active_regular_rated_48_after_100_orders1682416159,Regular,4•8,"KES 60,000"
go transcript and transcribe available,https://accountsplace.co.ke/ads/go_transcript_and_transcribe_available1682414504,new,new,"KES 15,000"
disposing verified werkit account,https://accountsplace.co.ke/ads/disposing_verified_werkit_account1682414450,3.83,3.83,"KES 17,000"
Writedom Regular On Quick Sale and active,https://accountsplace.co.ke/ads/writedom_regular_on_quick_sale_and_active1682410871,New,4.8,"KES 68,000"
Technical Nerdy Account on Sale,https://accountsplace.co.ke/ads/technical_nerdy_account_on_sale1682410534,New,0.7/0.7,"KES 13,500"
rev caption,https://accountsplace.co.ke/ads/rev_caption1682095832,new,new,"KES 8,000"
Writer bay,https://accountsplace.co.ke/ads/writer_bay1682092101,Beginner level,4.71,"KES 160,000"
Writershub probation,https://accountsplace.co.ke/ads/writershub_probation1682089942,0,100,"KES 12,500"
Writers hub junior,https://accountsplace.co.ke/ads/writers_hub_junior1682080779,Junior,Kpi 40,"KES 28,000"
BRANDYSEYE ACCOUNT,https://accountsplace.co.ke/ads/brandyseye_account1682078775,3,65%,"KES 12,000"
SCRIBIE REVIEW,https://accountsplace.co.ke/ads/scribie_review1682077037,Review,4.00,"KES 2,300"
"Studypool rising star, 16 orders, 94%, 3 badges (Business, humanities, and economics)@",https://accountsplace.co.ke/ads/studypool_rising_star_16_orders_94_3_badges_business_humanities_and_economics_at1682074944,Rising star,94,"KES 22,000"
Brand New Proficient Writers Available,https://accountsplace.co.ke/ads/brand_new_proficient_writers_available1682074691,New,100/100,"KES 25,000"
STUDYGATE,https://accountsplace.co.ke/ads/studygate1682074327,STANDARD,5/5,KES 50
"Selling writerzillas done over 2,000 orders and comes with free VPN without subscription.  It is USA profile but ESL.",https://accountsplace.co.ke/ads/selling_writerzillas_done_over_2000_orders_and_comes_with_free_vpn_without_subscription_it_is_usa_profile_but_esl1682073736,writerzillas,0,"KES 170,000"
🔥🔥4WRITERS 2 TAKES UNIVERSITY ON SALE DONE 1000 ORDERS 94% with 200 usd pending,https://accountsplace.co.ke/ads/4writers_2_takes_university_on_sale_done_1000_orders_94_with_200_usd_pending1684400173,University,University,"KES 130,000"
Residential and Mobile Proxy (Proxies),https://accountsplace.co.ke/ads/residential_and_mobile_proxy_proxies1684399225,4,,"KES 1,500"
British editor with jobs,https://accountsplace.co.ke/ads/british_editor_with_jobs1684398812,3.8,3.8,"KES 35,000"
brand new Livingstone Research Philipines profile,https://accountsplace.co.ke/ads/brand_new_livingstone_research_philipines_profile1684394661,new,new,"KES 25,000"
Edusson expert level 4.9 after 120 orders,https://accountsplace.co.ke/ads/edusson_expert_level_49_after_120_orders1684394603,expert,4.9,"KES 170,000"
Writerslabs Junior level 94% after 120 orders,https://accountsplace.co.ke/ads/writerslabs_junior_level_94_after_120_orders1684394516,junior,94%,"KES 140,000"
Nerdy Finance/IT write-up/networking Nerdy Maths/statistics- Group acc Nerdy Engeneering/maths/statistics- Group acc,https://accountsplace.co.ke/ads/nerdy_financeit_write_upnetworking_nerdy_mathsstatistics_group_acc_nerdy_engeneeringmathsstatistics_group_acc1684391630,new,100%,"KES 11,000"
"Studypool Top Tutor, 350+ orders, rated 99%, 6 prime badges (Business, Humanities, WRITING, Health Medical, Economics, and Math). 75% of orders done are above $15",https://accountsplace.co.ke/ads/studypool_top_tutor_350_orders_rated_99_6_prime_badges_business_humanities_writing_health_medical_economics_and_math_75_of_orders_done_are_above_151684390256,Top Tutor,99%,"KES 130,000"
"Studypool Top Tutor, 13 orders, rated 100%, 3 subject badges (Humanities and Comp Science)",https://accountsplace.co.ke/ads/studypool_top_tutor_13_orders_rated_100_3_subject_badges_humanities_and_comp_science1684389942,Top Tutor,100%,"KES 45,000"
"Studypool standard, 150+ orders, 91%, 1 badge (Humanities)",https://accountsplace.co.ke/ads/studypool_standard_150_orders_91_1_badge_humanities1684389843,Standard,91%,"KES 12,500"
Brand new Proficient Writers probation level 0 mileage,https://accountsplace.co.ke/ads/brand_new_proficient_writers_probation_level_0_mileage1684221442,probation,new,"KES 15,000"
"Studypool standard, 45 orders, 87%, 3 badges (Business, humanities,and Science). Has some $$$ ndani",https://accountsplace.co.ke/ads/studypool_standard_45_orders_87_3_badges_business_humanitiesand_science_has_some_ndani1681190699,Standard,87%,"KES 10,000"
ACADEMIA RESEARCH  PREMIUM LEVEL 7 TAKES RATED 9.59 AFTER 400 ORDERS WITH 15 SUBJECTS,https://accountsplace.co.ke/ads/academia_research_premium_level_7_takes_rated_959_after_400_orders_with_15_subjects1684221396,Premium,9.59,"KES 185,000"
Writershub senior level completed 100 orders with KPI of 41,https://accountsplace.co.ke/ads/writershub_senior_level_completed_100_orders_with_kpi_of_411684221230,senior,kpi 41,"KES 60,000"
Steady Content US with verified Stripe,https://accountsplace.co.ke/ads/steady_content_us_with_verified_stripe1684218674,100,New,"KES 5,000"
Essay Shark,https://accountsplace.co.ke/ads/essay_shark1684217653,High School,9.58,"KES 20,000"
Nauza new gt and and speechpad,https://accountsplace.co.ke/ads/nauza_new_gt_and_and_speechpad1684217240,New,New,"KES 15,000"
New transcribe me,https://accountsplace.co.ke/ads/new_transcribe_me1684217063,New,New one,"KES 6,000"
Writershub senior level 10 takes iko hapa,https://accountsplace.co.ke/ads/writershub_senior_level_10_takes_iko_hapa1684215695,Senior,100,"KES 60,000"
0 Writershub Probation,https://accountsplace.co.ke/ads/0_writershub_probation1684215605,NEW,100,"KES 13,000"
Nerdy Turtlez: Non technical accounts on sale,https://accountsplace.co.ke/ads/nerdy_turtlez_non_technical_accounts_on_sale1684214967,Team,100,"KES 19,500"
"BEAST: Studypool TOP TUTOR, 2200+ orders, 95%, 7 badges (Business, humanities, WRITING, health medical, Science, comp science, and Programming). Active and good earnings curve",https://accountsplace.co.ke/ads/beast_studypool_top_tutor_2200_orders_95_7_badges_business_humanities_writing_health_medical_science_comp_science_and_programming_active_and_good_earnings_curve1681190554,Top Tutor,95%,"KES 85,000"
"Homeworkmarket, completed 3000+ orders, rated 4.8, earned over 11M. Affordable",https://accountsplace.co.ke/ads/homeworkmarket_completed_3000_orders_rated_48_earned_over_11m_affordable1681190487,Used,4.8,"KES 55,000"
"STUDYPOOL STANDARD, COMPLETED OVER 600 ORDERS, RATED 97%, 3 BADGES (BUSINESS, HUMANITIES, AND HEALTH MEDICAL). Completed 430 orders in the last 180 days. Veery active🔥",https://accountsplace.co.ke/ads/studypool_standard_completed_over_600_orders_rated_97_3_badges_business_humanities_and_health_medical_completed_430_orders_in_the_last_180_days_veery_active1681190423,Standard,97%,"KES 63,000"
"Studypool rising star, 33 orders, 93%, 3 badges (Business, economics, and comp science)",https://accountsplace.co.ke/ads/studypool_rising_star_33_orders_93_3_badges_business_economics_and_comp_science1681190368,Rising star,93%,"KES 23,000"
